"","gap","plot","gap_type","count","tph","B_At","B_Pl","B_Sx","B_Ep","B_Fd","x_site_open","trans_tot","x_trans_tot","lai_4_ring","lai_5_ring","ms","ts","wd","gs","sb","fb","sl","rk","df","near_distance","azimuth1","azimuth_T","objectid","aspect_dem11","aspect_dem21","aspect_dem51","aspect_dem101","slope_dem_1m1","slope_dem2m1","slope_dem_5m1","slope_dem_10m1","zonal_unit","ss1","twi_10m","twi_5m","twi_2m","twi_1mfina","dem1","dem2","dem5","dem10","aspect_dem11T","aspect_dem21T","aspect_dem51T","aspect_dem101T","OBJECTID","Join_Count","TARGET_FID","Gap_area"
"134","202",168,"N",2,2000,NA,NA,NA,NA,6,30.78,11.71,39.98,1.21,1.16,30,0,15,10,5,35,0,0,5,1.94,327.09,1.83952504992111,168,342.681,349.399,9.27343,17.064,7.46029,7.87326,8.08077,7.87745,"IDFdk3",1,6.19061,4.89382,4.62445,2.99257,949.617,949.651,949.556,949.651,1.95466213376593,1.98293213844311,1.98693055147636,1.95597757710532,202,12,202,1.48469984701
"135","202",184,"N",2,2000,NA,NA,NA,NA,9,26.45,9.93,33.9,1.34,1.32,40,0,10,15,5,25,0,0,5,0.31,90,1,184,355.428,354.013,357.057,4.11272,6.71846,7.23474,9.48349,9.58477,"IDFdk3",1,11.7054,5.48706,3.42613,3.04443,940.782,940.881,940.575,940.881,1.99681795201731,1.9945455865249,1.99868110635416,1.99742488549773,202,12,202,1.48469984701
"136","202",194,"S",8,8000,NA,NA,NA,3,15,17.72,6.61,22.57,1.96,1.92,20,0,15,20,10,25,0,0,10,1.88,187.13,0.007732915720152,194,29.0302,16.1045,8.32721,10.9642,10.4315,10.4901,12.169,11.6686,"IDFdk3",1,5.41758,4.97626,4.71308,4.67942,936.295,936.34,935.784,936.34,1.87436404762799,1.96075737095239,1.98945712213555,1.98174621460002,202,12,202,1.48469984701
"137","202",288,"N",14,14000,NA,NA,3,NA,18,19.03,7.34,25.08,1.71,1.68,35,0,10,20,5,20,0,0,10,0.57,146.31,0.167949051920442,288,335.421,343.875,349.699,349.315,5.85675,7.55863,6.63341,6.0335,"IDFdk3",1,7.49425,8.50395,5.80175,6.00374,955.541,955.599,955.523,955.599,1.90938862285115,1.96065806135794,1.98388191709632,1.98266137027569,202,12,202,1.48469984701
"138","202",307,"S",2,2000,NA,NA,NA,NA,3,29.99,11.87,40.55,1.12,1.35,0,5,5,30,25,30,0,0,5,1.28,144.24,0.188528001198639,307,320.458,359.106,13.3984,8.38618,8.75662,7.97292,10.1824,10.3708,"IDFdk3",1,12.1477,9.93706,10.7928,2.64157,935.408,935.432,935.374,935.432,1.77115810642688,1.99987827186564,1.97278234945242,1.98930754006915,202,12,202,1.48469984701
"139","202",423,"N",1,1000,NA,NA,NA,NA,24,28.21,12.26,41.86,1.28,1.24,60,5,5,5,5,10,0,0,10,0.79,69.44,1.35118806988038,423,14.664,18.3831,16.3875,15.4272,7.16074,8.52888,8.65991,8.43724,"IDFdk3",1,8.42303,5.42584,6.2224,5.24862,945.834,945.938,945.592,945.938,1.96742700265329,1.94896907440928,1.95937554906005,1.96396922826276,202,12,202,1.48469984701
"140","202",437,"N",11,11000,NA,NA,3,3,15,20.51,9.74,33.28,1.66,1.58,25,0,10,40,0,20,0,0,5,0.53,63.43,1.44729084841871,437,329.917,331.157,338.03,347.734,7.25558,4.84661,5.95295,5.99501,"IDFdk3",1,7.4565,5.33883,3.45839,2.55534,957.261,957.359,957.138,957.359,1.86530018371712,1.87594488121812,1.92737987101511,1.97717181717655,202,12,202,1.48469984701
"141","202",468,"N",1,1000,NA,NA,NA,NA,15,17.73,7.92,27.04,1.77,1.94,35,0,15,30,0,20,0,0,0,1.24,158.96,0.0666699890164819,468,342.73,340.685,0.241384,357.768,16.1086,9.31528,6.01232,5.73891,"IDFdk3",1,9.65529,10.5094,3.51315,3.5428,957.755,957.781,957.612,957.781,1.9549163737391,1.943714390775,1.99999112555797,1.99924132076542,202,12,202,1.48469984701
"142","202",530,"N",39,39000,NA,NA,NA,NA,12,26.44,12.58,42.96,1.21,1.3,50,0,10,10,0,10,0,0,20,1.65,180.72,7.89557961838883e-05,530,340.831,336.586,349.853,353.773,6.02965,6.79378,5.6471,5.40941,"IDFdk3",1,8.34816,7.36455,6.12333,3.89977,958.689,958.703,958.782,958.703,1.94455416598104,1.91765755675135,1.98435899459642,1.99409996009322,202,12,202,1.48469984701
"143","203",245,"N",5,5000,NA,NA,6,3,NA,28.27,13.8,47.12,1.31,1.39,10,0,10,35,10,35,0,0,0,2.16,11.48,1.97999423745656,245,349.549,2.20629,8.30851,13.8602,8.15996,6.36153,11.1434,10.2163,"IDFdk3",1,4.45672,4.43365,3.88945,3.71116,941.978,941.998,941.756,941.998,1.9834103978621,1.99925869612899,1.98950433728593,1.97088311962454,203,1,203,0.19608859162
"144","204",48,"S",1,1000,NA,NA,NA,NA,6,37.16,14.74,50.32,0.92,0.92,0,0,0,40,25,30,0,0,5,3.56,347.38,1.97584055612798,48,355.997,359.239,19.4854,19.788,10.3287,7.0353,7.28021,7.44233,"IDFdk3",1,3.80268,3.59903,3.35052,3.14749,952.954,953.075,952.91,953.075,1.99756039645196,1.9999117961243,1.94272652050723,1.940951693422,204,2,204,0.1400929635
"145","204",401,"S",9,9000,NA,NA,NA,NA,9,28.95,13.9,47.48,1.28,1.23,5,0,5,50,20,15,0,0,5,1.91,104.04,0.757400769204592,401,6.45042,24.0671,18.445,19.8449,7.70794,7.95762,7.18393,7.60072,"IDFdk3",1,10.1021,6.66654,9.6853,11.0215,953.415,953.501,953.204,953.501,1.99366944228672,1.9130684955208,1.94862780883889,1.9406150271472,204,2,204,0.1400929635
"146","205",106,"S",1,1000,NA,NA,NA,NA,6,46.11,19.15,65.39,0.79,0.65,20,0,25,15,0,25,0,0,15,0.3,156.04,0.0861708092615372,106,349.826,1.16361,19.852,15.022,8.91939,8.54707,7.09848,6.49231,"IDFdk3",1,6.43834,6.81667,3.85373,4.09347,960.655,960.687,960.533,960.687,1.98427586513914,1.99979378288713,1.94057295271703,1.96582637570687,205,8,205,1.11179797754
"147","205",584,"S",8,8000,NA,NA,NA,NA,9,33.79,13.2,45.08,1.15,1.02,10,5,10,25,15,30,0,0,5,1.47,240.18,0.502723161970054,584,354.668,359.542,7.84988,9.57896,9.28624,10.7406,9.64498,9.85822,"IDFdk3",1,4.27545,4.26562,8.23201,3.50203,945.245,945.368,945.336,945.368,1.99567295342169,1.9999680512859,1.99062931510897,1.98605721095373,205,8,205,1.11179797754
"148","205",588,"S",7,7000,NA,NA,NA,NA,15,35.93,16.44,56.15,0.97,0.94,10,5,5,25,5,40,0,0,10,3.32,308.48,1.62224141693561,588,342.414,342.802,355.988,358.711,11.9211,8.36942,10.5153,11.2528,"IDFdk3",1,6.65834,6.02234,5.41958,5.84791,944.316,944.382,944.016,944.382,1.95326452223922,1.95528868369855,1.99754941861921,1.99974694655342,205,8,205,1.11179797754
"149","206",111,"S",17,17000,NA,NA,9,NA,12,36.98,17.03,58.16,0.92,0.88,45,0,0,10,0,35,5,0,5,2.67,63.43,1.44729084841871,111,333.508,330.346,359.305,357.976,11.5294,8.42326,10.2344,10.5153,"IDFdk3",1,5.77432,5.77907,5.13258,5.57106,947.37,947.522,947.182,947.522,1.89499665384585,1.86902901416166,1.99992643198746,1.99937612067616,206,6,206,0.62046729256
"150","206",138,"S",6,6000,NA,NA,6,3,12,24.36,9.21,31.44,1.27,1.35,50,0,10,15,5,10,0,0,10,1.33,8.49,1.98904164590711,138,12.7067,9.71309,4.58595,0.702935,12.9272,11.7212,10.0555,9.52724,"IDFdk3",1,5.87613,4.33029,3.60615,5.95195,951.277,951.338,950.935,951.338,1.97550882910729,1.98566494967443,1.99679851476755,1.99992474252761,206,6,206,0.62046729256
"151","206",319,"S",2,2000,NA,NA,3,NA,6,24.49,11.01,37.6,1.23,1.4,10,0,5,50,5,25,0,0,5,1.04,164.05,0.038498131143485,319,311.692,356.771,343.016,348.861,3.83346,3.48072,5.36045,6.04062,"IDFdk3",1,7.08828,6.01706,4.72647,3.28498,960.46,960.452,960.33,960.452,1.66512609781338,1.99841238248868,1.95638636425686,1.98116139112886,206,6,206,0.62046729256
"152","206",524,"S",4,4000,NA,NA,NA,NA,6,36.03,16.87,57.6,0.96,0.9,25,0,5,55,5,5,0,0,5,2.56,252.47,0.698794876710965,524,326.89,331.669,356.213,359.232,9.66221,10.5325,8.63748,9.18639,"IDFdk3",1,11.2476,3.29923,2.42065,1.52058,950.236,950.321,950.055,950.321,1.83762339108902,1.88022071824141,1.99781647967935,1.99991016601255,206,6,206,0.62046729256
"153","206",548,"S",6,6000,NA,NA,NA,NA,21,24.53,10.68,36.46,1.39,1.32,15,0,5,10,5,25,0,0,40,1.07,216.87,0.200001071851492,548,331.408,328.088,352.167,354.716,6.50114,8.04546,8.4201,8.5027,"IDFdk3",1,4.92417,3.83654,3.85545,3.31893,952.785,952.803,952.73,952.803,1.87804980486159,1.8488609931439,1.99066950958787,1.99575045409404,206,6,206,0.62046729256
"154","209",6,"S",6,6000,NA,NA,NA,6,3,37.31,15.39,52.56,0.85,0.9,5,0,15,20,5,40,0,0,15,2.71,99.46,0.835640991548963,6,7.06684,0.633026,3.61572,2.26756,13.3268,12.0502,11.6574,11.0046,"IDFdk3",1,5.96447,8.49102,5.16323,2.88273,945.966,946.167,945.602,946.167,1.99240330618976,1.99993896718269,1.99800946329596,1.99921695697105,209,1,209,0.46724221293
"155","21",377,"S",4,4000,NA,NA,NA,NA,15,38.7,13.12,44.8,0.71,0.87,40,0,10,15,0,10,0,0,25,0.42,240.26,0.503935033160579,377,295.159,308.75,274.811,274.855,13.4882,13.7272,9.95833,10.2549,"IDFdk3",1,6.25541,4.12765,3.20824,2.74436,874.749,874.932,874.641,874.932,1.42513170194737,1.62592347218406,1.08386915468404,1.08463436910735,21,3,21,0.37481473106
"156","210",323,"S",5,5000,NA,NA,NA,NA,21,23.5,6.95,23.72,1.45,1.34,0,0,10,25,35,10,0,0,20,2.01,66.47,1.39922918577574,323,39.7756,36.5247,33.5259,29.6966,2.98602,8.53607,8.07842,6.61487,"IDFdk3",NA,5.96128,4.7548,3.67821,3.02005,961.243,961.307,961.196,961.307,1.76855605125113,1.80360036001162,1.83363623913006,1.86866091401803,210,2,210,0.1144653638
"157","210",450,"S",28,28000,NA,NA,NA,NA,12,27.36,10.37,35.41,1.27,1.27,15,5,5,30,20,20,0,0,5,0.91,34.4,1.8251134982783,450,39.3304,30.5159,9.51787,8.96078,7.35022,4.53607,3.23437,3.53064,"IDFdk3",1,8.53534,6.13807,7.1067,3.55969,960.818,960.827,960.879,960.827,1.77350404153632,1.86148828163949,1.98623407681385,1.98779519141654,210,2,210,0.1144653638
"158","211",33,"S",9,9000,NA,NA,NA,NA,12,18.08,10.05,34.32,1.73,1.92,15,5,10,40,5,20,0,0,5,0.43,86.42,1.06244213866229,33,15.7961,24.1243,12.3395,9.82876,14.8404,11.1487,9.92268,11.4474,"IDFdk3",8,4.89482,4.07301,3.99857,2.51981,940.232,940.39,940.073,940.39,1.9622365248287,1.91266091606431,1.97689847803706,1.98532233654784,211,4,211,0.30378427516
"159","211",69,"S",8,8000,NA,NA,NA,NA,18,28.68,12.27,41.89,1.14,1.2,25,10,10,5,0,0,0,0,50,1.48,307.33,1.6064048261197,69,37.4465,20.0714,4.6673,10.8733,8.33935,8.90453,8.43296,9.07171,"IDFdk3",1,5.37186,6.10394,4.49664,4.65134,942.903,942.892,942.949,942.892,1.79392142603406,1.9392656776978,1.99668398866501,1.98204672509957,211,4,211,0.30378427516
"160","211",141,"S",18,18000,NA,NA,NA,NA,9,29.83,12.96,44.27,1.15,1.16,5,5,15,10,5,15,0,0,45,3.53,279.03,1.15695159597871,141,11.4077,7.69347,4.15602,10.9265,8.06957,8.16947,9.40507,9.15733,"IDFdk3",1,4.83128,4.12372,5.11231,3.96395,946.584,946.601,946.263,946.601,1.98024460252995,1.99099846368436,1.99737040074133,1.98187114871131,211,4,211,0.30378427516
"161","211",283,"S",27,27000,NA,NA,NA,NA,6,23.4,10.81,36.92,1.62,1.56,25,5,10,10,5,10,0,0,35,2.44,87.13,1.05007000493285,283,31.3217,26.8339,25.7592,17.9855,14.6191,7.99774,9.0203,8.55109,"IDFdk3",1,5.40945,3.58195,3.14007,3.10261,944.583,944.784,944.3,944.784,1.85426200803223,1.89231889304529,1.90062846871013,1.95113468961667,211,4,211,0.30378427516
"162","213",356,"S",2,2000,NA,NA,NA,NA,12,44.73,17.13,58.52,0.55,0.68,5,5,10,65,5,5,0,0,5,0.41,98.13,0.858580412225546,356,24.2476,11.1873,14.2471,14.0136,8.43788,10.0629,8.09678,8.04302,"IDFdk3",1,4.84375,4.12512,7.22383,6.37977,953.604,953.808,953.704,953.808,1.91177924692826,1.98099818461848,1.96924336740299,1.97023827520521,213,5,213,1.00159639207
"163","213",460,"S",3,3000,NA,NA,NA,NA,9,25.92,8.32,28.42,1.29,1.29,10,0,20,30,5,20,0,0,15,1.44,296.57,1.44729084841871,460,348.628,6.24596,28.0348,21.1944,6.02809,5.78883,6.80011,7.17541,"IDFdk3",1,7.75697,5.65413,3.99681,4.22561,955.79,955.812,955.726,955.812,1.98036765116232,1.99406401209623,1.88266228492194,1.93235914138297,213,5,213,1.00159639207
"164","214",43,"S",3,3000,NA,NA,NA,NA,18,22.4,8.9,30.39,1.53,1.6,0,0,5,25,10,30,0,0,30,1.46,299.95,1.49924405997495,43,358.619,353.926,15.3541,22.0685,7.97656,9.1897,8.08916,7.51171,"IDFdk3",1,7.29566,6.89954,4.11054,3.46634,956.403,956.547,956.119,956.547,1.9997095368311,1.99438606285979,1.96430783347982,1.92673533092841,214,1,214,0.20369971064
"165","216",53,"N",5,5000,NA,NA,6,NA,9,21.88,9.46,32.3,1.55,1.47,10,0,15,45,15,15,0,0,0,2.12,106.36,0.718328339404263,53,13.6261,23.8514,4.24418,10.2883,2.73977,1.91695,2.6556,3.44901,"IDFdk3",1,5.74508,4.97963,5.29797,4.03507,959.387,959.427,959.374,959.427,1.97185378523062,1.91459727954771,1.99725770775885,1.98392152946189,216,11,216,1.46658190545
"166","216",124,"S",6,6000,NA,NA,NA,NA,NA,24.17,9.23,31.53,1.41,1.4,5,0,5,60,10,20,0,0,0,1.76,38.66,1.7808667188358,124,323.579,332.216,333.799,346.26,3.56594,4.03369,3.4407,2.94876,"IDFdk3",1,7.59535,7.96479,5.02107,3.6031,960.329,960.335,960.286,960.335,1.80467624391585,1.88471118044205,1.89725066380687,1.97138353903273,216,11,216,1.46658190545
"167","216",128,"N",27,27000,NA,NA,3,NA,15,27.28,8.63,29.46,1.18,1.37,10,0,5,55,5,25,0,0,0,2.66,81.98,1.13951876123967,128,92.8018,14.6003,5.88677,1.94171,3.02791,3.57144,3.68367,3.94498,"IDFdk3",1,5.70122,5.67227,3.1212,2.99751,958.965,959.004,959.03,959.004,0.951118851808264,1.96770785063663,1.99472652612161,1.99942581491275,216,11,216,1.46658190545
"168","216",185,"N",2,2000,NA,NA,NA,NA,12,19.13,4.8,16.41,1.63,1.64,15,0,15,15,15,40,0,0,0,0.1,116.57,0.55270915158129,185,272.677,29.3419,13.5583,357.903,2.35242,1.58109,4.13893,3.53867,"IDFdk3",1,9.79237,6.48952,4.1666,3.68696,960.181,960.202,960.048,960.202,1.04670546682978,1.87171115733729,1.97213188011172,1.9993303110689,216,11,216,1.46658190545
"169","216",246,"N",25,25000,NA,NA,NA,NA,12,29.82,12.19,41.62,1.01,1.14,10,15,5,25,5,35,0,0,5,1.21,340.35,1.94176435739693,246,0.51701,4.4748,11.8095,8.46669,4.65031,3.96526,3.50045,3.72105,"IDFdk3",1,5.22042,4.91735,4.14333,3.60736,958.809,958.864,958.914,958.864,1.9999592882586,1.99695174542068,1.97883346857705,1.98910162805352,216,11,216,1.46658190545
"170","216",344,"S",1,1000,NA,NA,NA,NA,3,40.93,16.29,55.61,0.69,0.77,5,0,15,45,5,20,0,0,10,1.41,149.04,0.142473343806348,344,15.162,19.0665,25.2877,25.8624,3.87086,4.46556,4.8763,5.03313,"IDFdk3",1,5.82637,6.36523,5.00225,4.02689,956.221,956.234,956.126,956.234,1.9651901726682,1.94514007012322,1.90417427208964,1.89984423369957,216,11,216,1.46658190545
"171","216",586,"S",2,2000,NA,NA,NA,NA,3,54.34,19.63,67.05,0.4,0.42,0,0,5,35,5,40,0,0,15,3.65,205.27,0.0956938102251134,586,12.136,16.5672,19.5278,19.508,4.96088,5.83297,6.07677,6.21225,"IDFdk3",1,10.0252,10.5476,6.01732,12.0505,955.136,955.169,955.024,955.169,1.97765133653315,1.95848596487244,1.94247941654045,1.94259487367361,216,11,216,1.46658190545
"172","217",159,"S",2,2000,NA,NA,NA,NA,18,31.13,11.27,38.5,1.03,1.08,10,0,5,30,5,30,0,0,20,1.25,188.13,0.0100502537028945,159,13.7228,6.98508,16.5284,20.004,8.11746,10.3452,9.25639,7.56348,"IDFdk3",1,9.7193,9.86701,4.74507,3.93634,958.481,958.509,958.487,958.509,1.9714547968725,1.99257785314658,1.95867883820457,1.93966874098552,217,3,217,0.24533603874
"173","217",169,"S",3,3000,NA,NA,NA,NA,15,34.84,15.47,52.84,0.97,0.94,5,0,40,0,0,5,0,0,50,2.67,282.53,1.21695077163962,169,48.8258,8.31028,13.6444,12.101,7.72963,6.75928,6.29898,6.02351,"IDFdk3",1,5.07447,5.20044,4.04162,5.63533,957.861,957.949,957.943,957.949,1.65835058471884,1.98949987277445,1.97177849097904,1.97777957807559,217,3,217,0.24533603874
"174","218",243,"S",1,1000,NA,NA,NA,NA,3,21.49,8.26,28.22,1.4,1.78,5,0,5,20,55,5,0,0,10,2.18,34.51,1.82402731953298,243,58.5277,28.9801,33.2078,23.2453,5.18918,4.84606,5.40529,5.37656,"IDFdk3",1,6.57895,6.09282,4.66206,5.76462,959.332,959.429,959.231,959.429,1.52208628949402,1.87478803871261,1.83668976281267,1.91882358808357,218,1,218,0.18720600247
"175","219",507,"S",3,3000,NA,NA,NA,NA,9,37.52,14.01,47.85,0.89,0.9,55,0,15,5,0,10,0,0,15,1.17,76.19,1.23870294885128,507,15.9089,5.85839,8.07355,12.6352,14.6599,11.2718,9.31427,9.01572,"IDFdk3",1,3.95859,3.34692,4.59679,2.25812,950.184,950.203,950.079,950.203,1.96169874268217,1.99477720597979,1.99008859780827,1.97578256018883,219,1,219,0.14775725283
"176","220",96,"S",1,1000,NA,NA,NA,NA,3,43.72,18.48,63.12,0.69,0.69,5,0,25,15,20,20,0,0,15,2.1,161.57,0.0512893918670863,96,349.877,4.20784,4.42624,356.321,4.26253,5.28731,5.35808,5.72347,"IDFdk3",1,7.10536,6.26862,7.50094,2.61891,960.939,960.995,960.912,960.995,1.98443270393794,1.99730444642609,1.99701751231641,1.99793920356982,220,8,220,1.26868004428
"177","220",222,"S",19,19000,NA,NA,NA,NA,15,24.51,6.81,23.24,1.32,1.34,10,5,5,20,5,50,0,0,5,0.84,0.3,1.99998629224743,222,49.4983,353.463,353.278,357.326,5.99807,6.57081,8.07353,8.70073,"IDFdk3",1,5.45588,5.15381,4.5565,3.87174,955.077,955.201,955.174,955.201,1.64947060974349,1.99349854506564,1.99312577797855,1.99891114834411,220,8,220,1.26868004428
"178","220",240,"S",3,3000,NA,NA,NA,NA,3,45.36,19.15,65.4,0.64,0.63,0,0,20,40,15,15,0,0,10,5.06,180,0,240,306.629,327.489,354.98,353.717,12.8579,8.08552,8.06039,7.68018,"IDFdk3",1,4.36349,3.72844,2.93984,3.08272,957.333,957.427,957.446,957.427,1.59663114101566,1.84328827615077,1.99616421430725,1.99399347052883,220,8,220,1.26868004428
"179","220",378,"S",3,3000,NA,NA,NA,3,12,27.58,11.42,38.99,1.22,1.24,20,5,5,45,5,15,0,0,5,0.49,225,0.292893218813452,378,347.538,345.85,356.913,356.009,6.87665,6.85195,5.35537,5.60709,"IDFdk3",1,5.91885,5.22038,4.81876,5.59765,961.41,961.443,961.424,961.443,1.97643934057696,1.96965905180872,1.99854891471705,1.9975749952741,220,8,220,1.26868004428
"180","220",411,"S",6,6000,NA,NA,NA,NA,12,44,17.81,60.83,0.71,0.67,40,0,15,5,5,20,5,0,10,2.04,280.3,1.17880221511635,411,342.46,353.295,0.678687,356.065,5.55937,6.63258,7.6519,7.60544,"IDFdk3",1,4.73526,4.08726,5.76295,5.06591,957.908,957.933,957.762,957.933,1.953506786099,1.99316046431427,1.99992984498489,1.99764254451536,220,8,220,1.26868004428
"181","220",479,"S",1,1000,NA,NA,NA,NA,3,46.84,19.86,67.82,0.57,0.59,5,0,15,25,5,20,0,0,30,1.57,217.93,0.211237662295191,479,16.4565,13.2343,355.172,356.374,8.03642,8.983,6.79535,7.4253,"IDFdk3",1,6.88415,7.02049,4.60045,4.78205,956.897,957.052,956.748,957.052,1.95903508813551,1.97344202664955,1.99645184755133,1.99799813223781,220,8,220,1.26868004428
"182","223",371,"S",2,2000,NA,NA,NA,NA,12,26.65,9.53,32.54,1.23,1.29,35,0,20,5,5,15,0,0,20,1.05,161.57,0.0512893918670863,371,12.3536,19.6516,16.2364,20.7219,10.4165,7.28343,5.88409,5.94921,"IDFdk3",1,6.97678,4.15513,6.92377,3.53937,959.83,959.861,959.64,959.861,1.97684585775556,1.94175496650093,1.96011624889159,1.93530885483346,223,1,223,0.14995170677
"183","225",188,"S",8,8000,NA,NA,NA,NA,NA,51.88,20.1,68.66,0.43,0.46,0,0,10,40,10,35,0,0,5,0.13,107.4,0.700959207743913,188,44.5163,22.0019,16.3227,14.3701,7.66844,7.44942,7.3865,7.82477,"IDFdk3",1,6.50956,6.3201,4.35746,3.50691,956.373,956.467,956.21,956.467,1.71305101955079,1.92717143163193,1.95969401937906,1.96871280890981,225,3,225,0.12514668852
"184","225",370,"S",1,1000,NA,NA,NA,NA,15,34.08,9.75,33.28,0.96,0.95,35,0,5,15,5,25,0,0,15,1.73,106.03,0.723859366542748,370,22.073,8.95629,22.0008,15.5332,9.5056,9.87728,8.49374,8.5175,"IDFdk3",1,7.69567,8.04365,5.39979,5.95664,955.758,955.794,955.992,955.794,1.92670581949716,1.98780739442974,1.92717862398164,1.96347544034922,225,3,225,0.12514668852
"185","226",97,"N",9,9000,NA,NA,NA,3,9,19.35,7.96,27.19,2.21,1.82,50,0,15,15,5,15,0,0,0,0.76,214.7,0.177855958969263,97,319.655,324.089,314.052,333.486,9.89216,8.72231,21.3342,7.95429,"IDFdk3",1,8.25925,8.1986,4.83582,6.06234,954.485,954.555,954.009,954.555,1.76216010701691,1.809929050107,1.69531093637312,1.89482530819372,226,2,226,0.1485125
"186","226",265,"N",3,3000,NA,NA,6,NA,6,21.71,9.35,31.94,1.63,1.57,40,0,20,0,15,10,0,0,15,1.17,180,0,265,305.729,311.821,313.338,326.174,20.9355,21.714,18.3207,9.48597,"IDFdk3",1,11.747,12.2885,4.56488,4.70708,953.886,954.155,954.08,954.155,1.58395216900085,1.66680565669806,1.68630087922882,1.83073194478153,226,2,226,0.1485125
"187","227",585,"S",1,1000,NA,NA,NA,NA,6,31.82,15.01,51.26,1.05,1.1,0,0,5,45,10,25,0,0,15,2.06,192.87,0.0251220459448787,585,16.8641,4.42039,3.38255,5.69615,4.18941,2.00946,4.91365,4.09554,"IDFdk3",1,4.33029,9.39536,3.26284,2.2338,963.012,963.055,962.88,963.055,1.95699554243019,1.9970253868888,1.99825784397317,1.99506224152287,227,1,227,0.12056241308
"188","228",399,"S",3,3000,NA,NA,NA,NA,15,24.63,9.8,33.47,1.48,1.45,0,5,10,15,40,15,0,0,15,1.8,70.22,1.33840947026913,399,341.528,10.6231,346.975,339.38,3.7637,2.34658,2.67362,2.54249,"IDFdk3",1,4.4588,5.98057,11.1917,9.60653,964.118,964.12,964.067,964.12,1.94847860626829,1.98286110540452,1.97427181862134,1.93593666280925,228,1,228,0.38294955216
"189","229",565,"S",4,4000,NA,NA,NA,NA,12,32.12,13.83,47.22,1.02,1.07,5,0,5,25,5,50,0,0,10,0.73,156.04,0.0861708092615372,565,93.5865,54.1828,17.0341,13.0955,5.34188,4.03633,3.0357,3.30565,"IDFdk3",1,10.2787,7.07301,6.01314,5.26122,964.313,964.37,964.403,964.37,0.937444636719325,1.58520112725221,1.95613057945887,1.97399376542711,229,2,229,0.59194084987
"190","230",276,"S",5,5000,NA,NA,NA,NA,3,51.19,17.99,61.44,0.43,0.49,5,0,20,30,10,25,0,0,10,1.98,349.06,1.98182645988657,276,355.579,23.6491,15.6879,12.4887,7.15554,8.07857,7.74233,8.19719,"IDFdk3",1,4.39143,3.6724,4.06189,5.19187,957.134,957.174,957.11,957.174,1.99702456626494,1.91601931135657,1.96274887167024,1.97633867483037,230,2,230,0.19200855511
"191","231",567,"S",9,9000,3,NA,NA,NA,3,36.39,15.09,51.55,0.95,0.92,0,0,0,40,5,50,0,0,5,0.65,56.31,1.55469921561141,567,33.3976,25.8214,21.3033,19.8042,10.8208,8.71507,8.3311,8.83848,"IDFdk3",1,5.04623,4.04764,4.3241,3.63612,956.384,956.452,956.329,956.452,1.83487092101431,1.90015614959178,1.93167030427127,1.94085593563992,231,2,231,0.11434429734
"192","232",166,"S",18,18000,NA,NA,NA,3,NA,37.59,12.48,42.61,0.88,0.82,10,0,5,45,5,30,0,0,5,0.99,343.3,1.95782249484531,166,19.9267,8.2575,25.177,25.9479,0.463381,5.58039,6.0312,6.97266,"IDFdk3",1,8.25883,7.83821,4.12494,4.25957,959.973,960.102,960.071,960.102,1.94012940705928,1.98963259520072,1.9049978983204,1.89919229279194,232,2,232,0.30559720779
"193","232",559,"S",3,3000,NA,NA,NA,NA,9,35.7,15.9,54.28,0.93,0.9,0,0,10,45,5,30,0,0,10,0.56,135,0.292893218813453,559,16.7231,13.8227,30.2366,22.3866,5.79868,7.6448,7.30801,7.37711,"IDFdk3",1,5.57983,4.69052,4.77482,3.03098,960.375,960.409,960.176,960.409,1.95770656155833,1.97103969918584,1.86395330127411,1.92463513082534,232,2,232,0.30559720779
"194","235",340,"S",3,3000,NA,NA,NA,NA,9,24.5,12.24,41.8,1.34,1.33,10,0,5,60,5,15,0,0,5,0.22,237.26,0.459172325869913,340,64.608,62.0455,356.452,24.8445,15.5165,5.95188,2.76883,2.23984,"IDFdk3",1,13.2782,3.84745,4.23105,3.00658,964.13,964.279,964.03,964.279,1.42880899982152,1.46877024423806,1.99808330425825,1.90745142828628,235,1,235,0.10676702942
"195","236",509,"S",1,1000,NA,NA,NA,NA,3,20.01,8.62,29.43,1.73,1.86,0,0,15,40,10,10,5,0,20,0.5,119.06,0.514274746132114,509,345.519,351.122,14.145,6.79623,4.59783,4.22157,3.21626,4.25959,"IDFdk3",1,6.24077,5.77488,8.26649,4.79572,966.436,966.528,966.383,966.528,1.96823061629808,1.9880191974619,1.96968038138869,1.9929732968094,236,3,236,0.33680179775
"196","237",501,"S",2,2000,NA,NA,NA,NA,6,19.86,8.17,27.9,1.65,1.65,10,0,20,50,0,15,0,0,5,1.44,260.79,0.839946526964256,501,92.0573,92.9325,77.8908,61.7532,3.54919,2.31894,2.50149,3.03083,"IDFdk3",1,4.09066,3.9158,4.25955,4.22831,960.92,960.916,960.981,960.916,0.964101056472879,0.948840562507556,1.20977556313991,1.47327046822672,237,4,237,0.19370843137
"197","237",599,"N",1,1000,NA,NA,NA,NA,3,18.97,6.96,23.77,1.66,1.72,40,0,20,20,0,10,0,0,10,1.75,6.71,1.9931502715267,599,67.7367,92.1131,73.0283,57.0291,4.11209,4.42806,3.55621,3.01776,"IDFdk3",1,6.23364,9.06799,2.0137,8.6486,960.58,960.592,960.566,960.592,1.37886345174677,0.963127807675997,1.29189932321168,1.54421301171165,237,4,237,0.19370843137
