,gap,plot,gap_type,spp,count,tph,vrp_baf3,n,baf,x_site_open,trans_tot,x_trans_tot,lai_4_ring,lai_5_ring,ms,ts,wd,gs,sb,fb,sl,rk,df,near_distance,azimuth1,azimuth_T,objectid,aspect_dem11,aspect_dem21,aspect_dem51,aspect_dem101,slope_dem_1m1,slope_dem2m1,slope_dem_5m1,slope_dem_10m1,zonal_unit,ss1,twi_10m,twi_5m,twi_2m,twi_1mfina,dem1,dem2,dem5,dem10,aspect_dem11T,aspect_dem21T,aspect_dem51T,aspect_dem101T,OBJECTID,Join_Count,TARGET_FID,Gap_area
163,185,277,S,Fd,13,13000,6Fd,6,18,22.94,9.09,31.04,1.47,1.49,30,0,0,30,5,30,0,0,5,0.49,286.7,1.28736052,277,340.854,354.901,15.7689,13.621,12.9177,10.1242,9.67043,9.86611,IDFdk3,1,4.77171,4.0907,4.24024,2.77572,945.346,945.43,944.936,945.43,1.9446859,1.996042617,1.962365645,1.971874751,185,12,185,1.709694031
164,185,297,S,Fd,1,1000,NA,NA,NA,46.87,19.73,67.36,0.57,0.64,0,0,35,30,0,25,0,0,10,0.65,123.69,0.445300784,297,359.124,8.51862,17.2748,12.185,7.88056,9.61073,9.15615,9.10785,IDFdk3,1,10.9793,7.04455,12.0471,4.04874,949.98,950.097,950.04,950.097,1.999883124,1.988967776,1.954891499,1.977471185,185,12,185,1.709694031
165,185,351,S,Fd,11,11000,4 Fd,4,12,19.88,10.05,34.32,1.61,1.8,25,0,5,30,10,25,0,0,5,1.45,42.8,1.733729865,351,33.0933,22.318,29.9531,25.4125,23.0571,23.4459,19.6549,17.7627,IDFdk3,1,8.44342,5.89546,5.05383,7.5006,911.13,911.355,911.623,911.355,1.83778257,1.925090463,1.866434393,1.903241692,185,12,185,1.709694031
166,185,515,S,Fd,2,2000,1Fd,1,3,37.23,17.65,60.27,0.86,0.92,0,0,5,25,35,25,0,0,10,5.85,123.69,0.445300784,515,25.7203,16.261,9.66033,12.185,8.19235,10.1698,9.2913,9.10785,IDFdk3,1,7.62202,6.78437,3.29141,3.28327,950.108,950.226,950.113,950.226,1.900923319,1.959996113,1.98581989,1.977471185,185,12,185,1.709694031
167,185,526,S,Ep,2,2000,NA,NA,NA,32.49,13.54,46.24,1.06,1.13,0,0,0,55,5,35,0,0,5,2.61,56.91,1.545955743,526,4.65064,12.5936,15.2999,12.758,17.5397,18.3742,17.5152,17.5377,IDFdk3,1,5.59087,3.81731,4.37547,5.36465,913.856,913.911,913.232,913.911,1.996707607,1.975941123,1.964557879,1.975311496,185,12,185,1.709694031
168,185,577,N,Fd,10,10000,4Fd ,4,12,35.17,15.03,51.34,0.95,0.96,55,0,5,20,0,15,0,0,5,1.41,0,2,577,25.7194,17.2822,14.27,14.2053,14.2632,13.407,15.6462,15.8003,IDFdk3,1,4.17488,4.18419,6.06369,8.50363,922.735,922.807,922.472,922.807,1.900930135,1.954853138,1.969144927,1.969422654,185,12,185,1.709694031
169,185,66,S,Fd,5,5000,3Fd,3,9,27.73,10.65,36.38,1.25,1.27,15,5,10,30,5,30,0,0,5,0.34,98.13,0.858580412,66,8.35577,3.58526,11.273,13.0733,8.9304,7.78998,8.5425,9.34562,IDFdk3,1,6.81429,6.68061,6.70777,5.16376,948.538,948.578,948.527,948.578,1.989384808,1.998042849,1.980706887,1.974081482,185,12,185,1.709694031
170,185,71,S,Ep,4,4000,NA,NA,NA,36.59,17.01,58.1,0.79,0.97,10,0,10,25,5,20,15,5,10,5.44,223.53,0.27498615,71,350.157,7.99586,19.4365,19.8798,20.2706,9.30217,9.83865,9.24687,IDFdk3,1,6.6803,5.57887,7.93808,3.44678,945.353,945.432,944.982,945.432,1.98527988,1.990278122,1.943010865,1.940408072,185,12,185,1.709694031
171,187,414,N,Sx,2,2000,NA,NA,NA,24.33,12.01,41.02,1.45,1.46,20,0,5,15,5,40,0,5,10,0.99,315,1.707106781,414,321.918,326.527,323.586,325.291,16.0531,15.7577,14.0444,14.015,IDFdk3,7,9.55439,6.57613,3.80192,6.24743,877.527,877.639,877.284,877.639,1.787128831,1.834145824,1.804748774,1.822054609,187,3,187,0.322953688
172,187,463,N,Fd,1,1000,4Fd,4,12,16.44,7.27,24.83,2.04,1.85,35,0,15,10,5,30,0,0,5,0.36,170.54,0.013599414,463,322.448,332.889,331.53,345.382,22.0838,22.7747,18.0745,19.8328,IDFdk3,5,6.79763,6.47902,5.29196,6.26791,881.869,882.231,881.223,882.231,1.792800519,1.89012533,1.879066832,1.967629933,187,3,187,0.322953688
173,187,463,N,Sx,2,2000, 1Sx,1,3,16.44,7.27,24.83,2.04,1.85,35,0,15,10,5,30,0,0,5,0.36,170.54,0.013599414,463,322.448,332.889,331.53,345.382,22.0838,22.7747,18.0745,19.8328,IDFdk3,5,6.79763,6.47902,5.29196,6.26791,881.869,882.231,881.223,882.231,1.792800519,1.89012533,1.879066832,1.967629933,187,3,187,0.322953688
174,187,466,N,Sx,12,12000,2Sx,2,6,20.99,11.26,38.47,1.54,1.65,20,5,10,15,5,40,0,0,5,2.18,59.04,1.514439534,466,18.3031,13.1859,359.948,359.745,16.3548,17.2999,9.7461,9.91015,IDFdk3,7,6.95261,10.2032,3.94131,6.55765,887.175,887.223,886.605,887.223,1.949408488,1.973635069,1.999999588,1.999990096,187,3,187,0.322953688
175,188,146,N,Ep,1,1000,NA,NA,NA,18.13,5.5,18.77,1.89,2.01,15,0,5,50,5,5,0,0,20,1.39,321.34,1.780866719,146,96.2843,71.1438,67.6817,70.1421,6.04984,5.28307,4.57984,4.14274,IDFdk3,1,4.67058,3.87927,3.56488,3.20469,955.624,955.593,955.498,955.593,0.890538055,1.323194085,1.379751648,1.33968855,188,2,188,0.150490264
176,188,146,N,Fd,1,1000,6Fd,6,18,18.13,5.5,18.77,1.89,2.01,15,0,5,50,5,5,0,0,20,1.39,321.34,1.780866719,146,96.2843,71.1438,67.6817,70.1421,6.04984,5.28307,4.57984,4.14274,IDFdk3,1,4.67058,3.87927,3.56488,3.20469,955.624,955.593,955.498,955.593,0.890538055,1.323194085,1.379751648,1.33968855,188,2,188,0.150490264
177,189,250,N,Ep,1,1000,NA,NA,NA,20.11,7.14,24.37,1.79,1.71,35,5,5,25,5,20,0,0,5,3.66,26.04,1.898487786,250,32.1422,31.7415,34.04,23.0679,14.3905,15.6826,16.8741,16.5867,IDFdk3,1,5.51966,5.40345,2.80053,2.07928,923.645,923.868,923.75,923.868,1.846730301,1.850430281,1.82864698,1.92004116,189,3,189,0.192237385
178,189,250,N,Fd,10,10000,6Fd,6,18,20.11,7.14,24.37,1.79,1.71,35,5,5,25,5,20,0,0,5,3.66,26.04,1.898487786,250,32.1422,31.7415,34.04,23.0679,14.3905,15.6826,16.8741,16.5867,IDFdk3,1,5.51966,5.40345,2.80053,2.07928,923.645,923.868,923.75,923.868,1.846730301,1.850430281,1.82864698,1.92004116,189,3,189,0.192237385
179,189,284,N,Fd,19,19000,3Fd,3,9,21.19,10.67,36.43,1.61,1.61,15,5,0,65,5,10,0,0,0,1.21,174.29,0.00496178,284,21.3896,15.6973,25.4204,24.1897,16.6161,17.4623,14.1729,15.8794,IDFdk3,1,8.09174,7.06869,5.25007,3.55761,925.233,925.51,924.757,925.51,1.931122031,1.962704497,1.903182514,1.912193793,189,3,189,0.192237385
180,189,557,N,Ep,1,1000,NA,NA,NA,22.19,10.59,36.16,1.51,1.6,40,5,5,10,10,15,0,0,15,1.12,110.56,0.64881193,557,51.2946,43.2556,27.9155,24.2696,17.3594,17.8818,16.2992,16.5981,IDFdk3,1,4.65831,4.70549,2.94105,4.74668,922.921,923.052,923.225,923.052,1.625316207,1.728303998,1.883639011,1.91162149,189,3,189,0.192237385
181,189,557,N,Fd,23,23000,5Fd,5,15,22.19,10.59,36.16,1.51,1.6,40,5,5,10,10,15,0,0,15,1.12,110.56,0.64881193,557,51.2946,43.2556,27.9155,24.2696,17.3594,17.8818,16.2992,16.5981,IDFdk3,1,4.65831,4.70549,2.94105,4.74668,922.921,923.052,923.225,923.052,1.625316207,1.728303998,1.883639011,1.91162149,189,3,189,0.192237385
182,192,165,S,Fd,57,57000,9Fd,9,27,36.2,15.57,53.16,0.88,0.91,50,0,5,30,0,20,0,0,0,1.29,164.05,0.038498131,165,54.3818,43.79,26.8632,359.551,4.28905,3.24461,2.17673,2.3925,IDFdk3,1,11.6661,4.9126,3.74648,2.81121,958.345,958.348,958.382,958.348,1.582381222,1.721881019,1.892087936,1.999969295,192,1,192,0.148120795
183,193,215,S,Ep,3,3000,NA,NA,NA,26.99,10.79,36.86,1.31,1.61,10,0,5,45,10,25,0,0,5,0.68,354.29,1.99503822,215,351.032,0.673827,9.84794,10.1502,17.4728,14.7589,16.329,15.0056,IDFdk3,1,4.39945,3.48045,3.59419,5.15523,923.469,923.537,922.93,923.537,1.987775556,1.999930846,1.985265137,1.984349154,193,2,193,0.35238102
184,193,215,S,Fd,4,4000,NA,NA,NA,26.99,10.79,36.86,1.31,1.61,10,0,5,45,10,25,0,0,5,0.68,354.29,1.99503822,215,351.032,0.673827,9.84794,10.1502,17.4728,14.7589,16.329,15.0056,IDFdk3,1,4.39945,3.48045,3.59419,5.15523,923.469,923.537,922.93,923.537,1.987775556,1.999930846,1.985265137,1.984349154,193,2,193,0.35238102
185,193,28,S,Fd,9,9000,3Fd,3,9,17.07,8.07,27.57,1.78,2.12,10,5,5,25,5,35,0,0,15,2.96,147.08,0.16056979,28,16.4492,23.4954,13.5327,12.6763,12.3239,13.5776,14.5995,14.8699,IDFdk3,1,9.07649,8.8697,3.47716,3.01955,923.447,923.638,923.372,923.638,1.959071174,1.917092085,1.972236529,1.975625398,193,2,193,0.35238102
186,193,28,S,Sx,1,1000,NA,NA,NA,17.07,8.07,27.57,1.78,2.12,10,5,5,25,5,35,0,0,15,2.96,147.08,0.16056979,28,16.4492,23.4954,13.5327,12.6763,12.3239,13.5776,14.5995,14.8699,IDFdk3,1,9.07649,8.8697,3.47716,3.01955,923.447,923.638,923.372,923.638,1.959071174,1.917092085,1.972236529,1.975625398,193,2,193,0.35238102
187,194,310,S,Fd,1,1000,5 Fd,5,15,29.03,13.15,44.92,1.28,1.19,10,5,10,40,10,20,0,0,5,0.06,300.97,1.514589193,310,328.297,35.9628,21.1466,30.9497,1.98898,2.73731,2.68034,2.13327,IDFdk3,1,7.26557,10.2839,4.90471,4.09366,961.798,961.78,961.646,961.78,1.850783595,1.809398451,1.932660432,1.857619123,194,3,194,0.247111718
188,194,365,S,Sx,4,4000,NA,NA,NA,50.58,21.11,72.11,0.38,0.52,10,0,10,25,20,30,0,0,5,1.4,165.96,0.029873404,365,53.4446,30.8221,37.4666,41.3667,1.66781,1.48233,1.82865,2.09761,IDFdk3,1,7.13351,6.92486,5.50603,6.15504,960.917,960.922,960.927,960.922,1.595599768,1.858762329,1.793708077,1.750495294,194,3,194,0.247111718
189,194,536,S,Fd,2,2000,1Fd,1,3,24.23,12.98,44.32,1.42,1.36,5,0,5,60,5,25,0,0,0,2.2,101.31,0.803882709,536,24.3451,32.5081,32.8923,31.7077,3.0741,2.45171,2.27367,2.2957,IDFdk3,1,6.04112,10.0931,5.28199,11.4431,960.995,961.025,960.954,961.025,1.911079073,1.843315478,1.839692854,1.850740483,194,3,194,0.247111718
190,194,536,S,Sx,2,2000,NA,NA,NA,24.23,12.98,44.32,1.42,1.36,5,0,5,60,5,25,0,0,0,2.2,101.31,0.803882709,536,24.3451,32.5081,32.8923,31.7077,3.0741,2.45171,2.27367,2.2957,IDFdk3,1,6.04112,10.0931,5.28199,11.4431,960.995,961.025,960.954,961.025,1.911079073,1.843315478,1.839692854,1.850740483,194,3,194,0.247111718
191,196,286,S,Fd,11,11000,6Fd ,6,18,20.58,7.96,27.19,1.65,1.64,45,0,10,10,5,20,0,0,10,0.44,198.43,0.051289392,286,356.464,7.37226,1.58161,2.85067,22.6483,18.9255,17.0164,17.6725,IDFdk3,8,6.0163,7.50716,3.64693,3.31331,928.951,929.339,929.07,929.339,1.998096243,1.991733403,1.999619025,1.998762546,196,8,196,0.828743982
192,196,313,S,Fd,2,2000,3 Fd,3,9,26.13,9.85,33.63,1.3,1.57,0,5,10,30,5,40,0,0,10,0.92,0,2,313,346.159,353.208,351.511,358.761,12.7182,15.1127,16.8958,15.5301,IDFdk3,8,6.68575,7.00936,3.57703,2.30546,932.744,932.809,932.594,932.809,1.97096334,1.992982031,1.989044223,1.999766197,196,8,196,0.828743982
193,196,424,S,Fd,4,4000,3Fd,3,9,35.72,16.5,56.35,1.02,0.96,65,0,5,5,5,15,0,0,5,2.65,272.73,1.047629462,424,5.53103,6.65553,8.46374,9.74416,16.8839,15.6603,18.0845,18.7592,IDFdk3,8,8.08777,5.52833,3.94467,2.52922,924.429,924.515,924.253,924.515,1.995344145,1.993260904,1.989109207,1.985573315,196,8,196,0.828743982
194,196,445,N,Fd,5,5000,4Fd,4,12,28.91,11.28,38.52,1.17,1.5,5,5,0,5,60,10,0,0,15,1.3,213.6,0.167078759,445,24.3183,15.5197,357.1,358.238,12.3759,11.7647,14.9057,15.3811,IDFdk3,8,7.77056,3.32011,3.55896,3.81291,930.278,930.379,930.316,930.379,1.911271794,1.963538512,1.998719357,1.999527173,196,8,196,0.828743982
195,196,552,S,Ep,1,1000,NA,NA,NA,38.99,16.78,57.3,0.69,0.83,20,0,30,5,5,25,0,0,15,4.68,194.04,0.029873404,552,40.0789,359.407,358.505,359.268,3.91162,6.04814,11.5709,11.6253,IDFdk3,1,4.98651,4.96661,5.01191,5.35979,940.92,940.945,940.578,940.945,1.765158557,1.999946441,1.999659606,1.99991839,196,8,196,0.828743982
196,197,404,S,Ep,2,2000,NA,NA,NA,35.66,16.03,54.74,0.91,1.11,0,5,0,45,5,40,0,0,5,0.03,161.57,0.051289392,404,33.7975,32.3215,28.8421,25.7128,13.6511,12.7668,10.8786,9.44821,IDFdk3,1,6.16263,6.75692,7.76759,9.24881,945.341,945.413,945.444,945.413,1.831008741,1.84506126,1.875952459,1.900980118,197,1,197,0.110505096
197,197,404,S,Fd,4,4000,2Fd,2,6,35.66,16.03,54.74,0.91,1.11,0,5,0,45,5,40,0,0,5,0.03,161.57,0.051289392,404,33.7975,32.3215,28.8421,25.7128,13.6511,12.7668,10.8786,9.44821,IDFdk3,1,6.16263,6.75692,7.76759,9.24881,945.341,945.413,945.444,945.413,1.831008741,1.84506126,1.875952459,1.900980118,197,1,197,0.110505096
198,199,171,S,Fd,4,4000,2Fd,2,6,33.68,14.54,49.66,0.88,1.06,5,0,5,40,10,35,0,0,5,3,72.43,1.30187076,171,342.152,3.26681,359.254,359.895,8.0528,7.95933,9.40113,9.07549,IDFdk3,1,6.32747,5.46431,4.56178,3.06513,950.804,950.922,950.489,950.922,1.95187296,1.998374994,1.999915239,1.999998321,199,4,199,0.790718983
199,199,583,S,Fd,7,7000,3Fd ,3,9,36.62,15.07,51.46,0.91,0.89,0,0,0,55,15,25,0,0,5,2.4,63.43,1.447290848,583,349.46,0.551145,353.878,352.376,7.10692,7.81248,6.82097,6.62988,IDFdk3,1,8.60805,7.31754,4.52249,4.52037,958.866,958.918,958.751,958.918,1.983127444,1.999953735,1.994297068,1.991160054,199,4,199,0.790718983
200,199,583,S,Sx,1,1000,NA,NA,NA,36.62,15.07,51.46,0.91,0.89,0,0,0,55,15,25,0,0,5,2.4,63.43,1.447290848,583,349.46,0.551145,353.878,352.376,7.10692,7.81248,6.82097,6.62988,IDFdk3,1,8.60805,7.31754,4.52249,4.52037,958.866,958.918,958.751,958.918,1.983127444,1.999953735,1.994297068,1.991160054,199,4,199,0.790718983
201,2,238,S,Fd,1,1000,4Fd,4,12,30.34,10.94,37.37,1.08,1.09,40,5,10,40,0,5,0,0,0,2.47,228.71,0.340129462,238,299.026,293.543,256.316,250.66,18.776,16.1486,11.8918,11.3134,IDFdk3,1,8.68294,4.89621,6.06439,5.71056,899.794,899.753,899.696,899.753,1.48520646,1.399437202,0.763433171,0.668826791,2,11,2,1.427806913
202,2,281,S,Fd,2,2000,2Fd,2,6,45.88,18.15,61.99,0.65,0.6,0,0,55,10,0,0,0,0,35,1.14,339.1,1.934204474,281,249.58,250.931,263.631,258.145,10.085,10.5889,11.0506,11.7308,IDFdk3,1,10.9279,11.1236,3.80655,3.99087,904.411,904.347,904.34,904.347,0.651100801,0.673293415,0.889068764,0.794564397,2,11,2,1.427806913
203,2,330,S,Fd,1,1000,8Fd,8,24,25.96,10.52,35.92,1.41,1.26,65,0,15,10,0,0,0,0,10,2.08,30.26,1.863747567,330,241.103,244.741,251.354,253.089,10.7911,10.9836,10.9891,11.3912,IDFdk3,1,5.66967,10.0978,8.91026,4.69591,908.631,908.555,908.507,908.555,0.516763457,0.573289194,0.680279876,0.709114117,2,11,2,1.427806913
204,2,522,S,Fd,2,2000,9Fd,9,27,40.56,17.14,58.55,0.68,0.8,75,0,15,0,0,5,0,0,5,0.91,175.91,0.002546754,522,244.326,247.96,247.059,256.117,16.1286,13.7732,12.7077,12.383,IDFdk3,1,3.96658,3.92923,2.30076,2.1917,886.051,886.088,886.234,886.088,0.566749856,0.624746201,0.610216963,0.760059985,2,11,2,1.427806913
205,20,164,S,Fd,1,1000,2Fd,2,6,22.71,9.94,33.95,1.46,1.72,60,0,15,10,10,5,0,0,0,1.97,295.42,1.429250431,164,263.702,267.238,280,285.086,12.2466,12.9915,11.5099,11.5859,IDFdk3,1,5.42304,8.46167,7.57354,7.86422,896.766,896.695,896.483,896.695,0.890300385,0.951812674,1.173648178,1.260268591,20,13,20,1.537685424
206,20,483,S,At,2,2000,NA,NA,NA,30.87,11.64,39.74,1.08,1.08,20,0,25,35,10,15,0,0,5,1.95,25.39,1.903410142,483,264.383,263.089,269.997,260.677,13.0088,12.0282,11.1768,11.536,IDFdk3,1,6.21198,4.39233,4.91019,3.90543,886.144,886.228,886.286,886.228,0.902121815,0.879672568,0.99994764,0.838000043,20,13,20,1.537685424
207,20,483,S,Fd,1,1000,4Fd,4,12,30.87,11.64,39.74,1.08,1.08,20,0,25,35,10,15,0,0,5,1.95,25.39,1.903410142,483,264.383,263.089,269.997,260.677,13.0088,12.0282,11.1768,11.536,IDFdk3,1,6.21198,4.39233,4.91019,3.90543,886.144,886.228,886.286,886.228,0.902121815,0.879672568,0.99994764,0.838000043,20,13,20,1.537685424
208,20,484,S,Fd,1,1000,3Fd,3,9,18.06,5.87,20.06,1.78,2,20,0,20,35,15,5,0,0,0,1.27,266.26,0.934771031,484,268.022,274.031,261.731,256.511,14.0839,14.1632,12.3664,12.4253,IDFdk3,1,5.80324,5.63906,3.81036,4.57753,892.093,892.195,892.054,892.195,0.965484244,1.070296198,0.856179205,0.766741322,20,13,20,1.537685424
209,200,329,S,Ep,5,5000,NA,NA,NA,26.25,12.18,41.6,1.39,1.51,5,0,10,40,10,30,0,0,5,5.89,285.94,1.274630574,329,27.8396,34.6481,22.9447,20.3857,5.04653,6.28364,8.39259,8.7802,IDFdk3,1,7.29546,5.03033,4.32503,2.79452,941.094,941.128,940.911,941.128,1.884258421,1.822659372,1.920881545,1.937368958,200,2,200,0.390039034
210,200,329,S,Fd,3,3000,1 Fd,1,3,26.25,12.18,41.6,1.39,1.51,5,0,10,40,10,30,0,0,5,5.89,285.94,1.274630574,329,27.8396,34.6481,22.9447,20.3857,5.04653,6.28364,8.39259,8.7802,IDFdk3,1,7.29546,5.03033,4.32503,2.79452,941.094,941.128,940.911,941.128,1.884258421,1.822659372,1.920881545,1.937368958,200,2,200,0.390039034
211,200,62,S,Fd,9,9000,3 Fd,3,9,20.81,7.55,25.8,1.57,1.79,10,0,15,45,5,15,0,0,10,0.91,241,0.51519038,62,23.3209,20.7973,18.9828,19.5261,11.54,10.7287,11.495,11.1137,IDFdk3,1,7.99572,9.71124,3.90358,2.01699,937.179,937.348,937.031,937.348,1.918302036,1.934842409,1.945616267,1.942489334,200,2,200,0.390039034
212,201,355,S,Fd,14,14000,3 Fd,3,9,31.41,13.33,45.52,1.02,1.2,15,0,20,35,10,25,0,0,5,0.43,168.69,0.019419555,355,20.0623,20.7215,28.878,23.1243,12.1143,8.68972,9.42642,9.60594,IDFdk3,1,6.06437,4.41766,4.27221,7.77227,939.51,939.678,939.374,939.678,1.939320173,1.935311325,1.87565003,1.919655019,201,3,201,0.311658684
213,201,355,S,Sx,4,4000,NA,NA,NA,31.41,13.33,45.52,1.02,1.2,15,0,20,35,10,25,0,0,5,0.43,168.69,0.019419555,355,20.0623,20.7215,28.878,23.1243,12.1143,8.68972,9.42642,9.60594,IDFdk3,1,6.06437,4.41766,4.27221,7.77227,939.51,939.678,939.374,939.678,1.939320173,1.935311325,1.87565003,1.919655019,201,3,201,0.311658684
214,201,364,N,Fd,4,4000,5Fd,5,15,23.8,8.44,28.82,1.48,1.4,25,5,10,25,5,20,0,0,10,0.86,119.74,0.503935033,364,27.2941,17.7588,10.1862,14.3095,12.7113,10.9384,8.94485,8.30232,IDFdk3,1,6.79637,6.00671,8.47196,3.95435,949.652,949.752,949.712,949.752,1.888664457,1.952348965,1.984238231,1.968974764,201,3,201,0.311658684
215,201,529,S,Ep,1,1000,NA,NA,NA,20.78,8.05,27.5,1.55,1.67,5,0,15,10,5,25,0,0,40,1.87,141.34,0.219133281,529,13.2969,22.119,21.1227,22.2294,7.28452,7.92255,9.19296,9.40878,IDFdk3,1,5.82353,5.43121,5.7866,4.70343,939.691,939.718,939.661,939.718,1.973191318,1.926403819,1.932810835,1.925676583,201,3,201,0.311658684
216,202,129,N,Fd,12,12000,4Fd,4,12,23.32,9.71,33.15,1.41,1.45,5,0,10,30,0,30,0,0,25,1.04,162.9,0.044206985,129,351.996,346.412,347.573,346.891,12.0274,10.4016,6.10292,5.93312,IDFdk3,1,7.07843,4.65046,3.53427,2.7528,958.02,958.067,957.857,958.067,1.99025835,1.972010227,1.976570978,1.973940353,202,12,202,1.484699847
217,202,131,N,Fd,1,1000,4Fd,4,12,23.43,9.02,30.8,1.46,1.45,15,0,10,40,0,25,0,0,5,0.08,57.53,1.536857936,131,35.9377,28.4011,0.402739,351.323,12.5769,11.0325,7.18539,6.86353,IDFdk3,1,5.36699,5.07579,5.12774,4.84674,953.795,953.793,953.514,953.793,1.809655638,1.879639441,1.999975296,1.988554527,202,12,202,1.484699847
218,202,168,N,Fd,2,2000,2Fd,2,6,30.78,11.71,39.98,1.21,1.16,30,0,15,10,5,35,0,0,5,1.94,327.09,1.83952505,168,342.681,349.399,9.27343,17.064,7.46029,7.87326,8.08077,7.87745,IDFdk3,1,6.19061,4.89382,4.62445,2.99257,949.617,949.651,949.556,949.651,1.954662134,1.982932138,1.986930551,1.955977577,202,12,202,1.484699847
219,202,184,N,Fd,2,2000,3Fd,3,9,26.45,9.93,33.9,1.34,1.32,40,0,10,15,5,25,0,0,5,0.31,90,1,184,355.428,354.013,357.057,4.11272,6.71846,7.23474,9.48349,9.58477,IDFdk3,1,11.7054,5.48706,3.42613,3.04443,940.782,940.881,940.575,940.881,1.996817952,1.994545587,1.998681106,1.997424885,202,12,202,1.484699847
220,202,194,S,Fd,8,8000,5Fd ,5,15,17.72,6.61,22.57,1.96,1.92,15,0,15,20,5,25,0,0,10,1.88,187.13,0.007732916,194,29.0302,16.1045,8.32721,10.9642,10.4315,10.4901,12.169,11.6686,IDFdk3,1,5.41758,4.97626,4.71308,4.67942,936.295,936.34,935.784,936.34,1.874364048,1.960757371,1.989457122,1.981746215,202,12,202,1.484699847
221,202,288,N,Fd,14,14000,6Fd,6,18,19.03,7.34,25.08,1.71,1.68,35,0,10,20,5,20,0,0,10,0.57,146.31,0.167949052,288,335.421,343.875,349.699,349.315,5.85675,7.55863,6.63341,6.0335,IDFdk3,1,7.49425,8.50395,5.80175,6.00374,955.541,955.599,955.523,955.599,1.909388623,1.960658061,1.983881917,1.98266137,202,12,202,1.484699847
222,202,307,S,Ep,3,3000,NA,NA,NA,29.99,11.87,40.55,1.12,1.35,0,5,5,35,25,35,0,0,5,1.28,144.24,0.188528001,307,320.458,359.106,13.3984,8.38618,8.75662,7.97292,10.1824,10.3708,IDFdk3,1,12.1477,9.93706,10.7928,2.64157,935.408,935.432,935.374,935.432,1.771158106,1.999878272,1.972782349,1.98930754,202,12,202,1.484699847
223,202,307,S,Fd,2,2000,1Fd,1,3,29.99,11.87,40.55,1.12,1.35,0,5,5,35,25,35,0,0,5,1.28,144.24,0.188528001,307,320.458,359.106,13.3984,8.38618,8.75662,7.97292,10.1824,10.3708,IDFdk3,1,12.1477,9.93706,10.7928,2.64157,935.408,935.432,935.374,935.432,1.771158106,1.999878272,1.972782349,1.98930754,202,12,202,1.484699847
224,202,307,S,Sx,1,1000,NA,NA,NA,29.99,11.87,40.55,1.12,1.35,0,5,5,35,25,35,0,0,5,1.28,144.24,0.188528001,307,320.458,359.106,13.3984,8.38618,8.75662,7.97292,10.1824,10.3708,IDFdk3,1,12.1477,9.93706,10.7928,2.64157,935.408,935.432,935.374,935.432,1.771158106,1.999878272,1.972782349,1.98930754,202,12,202,1.484699847
225,202,423,N,Fd,1,1000,8Fd,8,24,28.21,12.26,41.86,1.28,1.24,60,5,5,5,5,10,0,0,10,0.79,69.44,1.35118807,423,14.664,18.3831,16.3875,15.4272,7.16074,8.52888,8.65991,8.43724,IDFdk3,1,8.42303,5.42584,6.2224,5.24862,945.834,945.938,945.592,945.938,1.967427003,1.948969074,1.959375549,1.963969228,202,12,202,1.484699847
226,202,437,N,Fd,11,11000,5Fd,5,15,20.51,9.74,33.28,1.66,1.58,25,0,10,40,0,20,0,0,5,0.53,63.43,1.447290848,437,329.917,331.157,338.03,347.734,7.25558,4.84661,5.95295,5.99501,IDFdk3,1,7.4565,5.33883,3.45839,2.55534,957.261,957.359,957.138,957.359,1.865300184,1.875944881,1.927379871,1.977171817,202,12,202,1.484699847
227,202,468,N,Fd,1,1000,5Fd,5,15,17.73,7.92,27.04,1.77,1.94,35,0,10,30,0,20,0,0,0,1.24,158.96,0.066669989,468,342.73,340.685,0.241384,357.768,16.1086,9.31528,6.01232,5.73891,IDFdk3,1,9.65529,10.5094,3.51315,3.5428,957.755,957.781,957.612,957.781,1.954916374,1.943714391,1.999991126,1.999241321,202,12,202,1.484699847
228,202,530,N,Ep,1,1000,NA,NA,NA,26.44,12.58,42.96,1.21,1.3,50,0,10,5,0,10,0,0,20,1.65,180.72,7.90E-05,530,340.831,336.586,349.853,353.773,6.02965,6.79378,5.6471,5.40941,IDFdk3,1,8.34816,7.36455,6.12333,3.89977,958.689,958.703,958.782,958.703,1.944554166,1.917657557,1.984358995,1.99409996,202,12,202,1.484699847
229,202,530,N,Fd,39,39000,4Fd,4,12,26.44,12.58,42.96,1.21,1.3,50,0,10,5,0,10,0,0,20,1.65,180.72,7.90E-05,530,340.831,336.586,349.853,353.773,6.02965,6.79378,5.6471,5.40941,IDFdk3,1,8.34816,7.36455,6.12333,3.89977,958.689,958.703,958.782,958.703,1.944554166,1.917657557,1.984358995,1.99409996,202,12,202,1.484699847
230,202,530,N,Sx,2,2000,NA,NA,NA,26.44,12.58,42.96,1.21,1.3,50,0,10,5,0,10,0,0,20,1.65,180.72,7.90E-05,530,340.831,336.586,349.853,353.773,6.02965,6.79378,5.6471,5.40941,IDFdk3,1,8.34816,7.36455,6.12333,3.89977,958.689,958.703,958.782,958.703,1.944554166,1.917657557,1.984358995,1.99409996,202,12,202,1.484699847
